Titre;genre1;genre2;réalisateur_1;actor_1;actor 2;actor 3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real awards;first actor awards;Second actor awards;length_corrected;day;month;year;nomi;awards
Minnal Murali : Par le pouvoir de l'éclair;Action;Aventure;Basil Joseph;Tovino Thomas;Guru Somasundaram;Aju Varghese;;soso;Arun Anirudhan;Inde;;Hindi;0.0;0.0;0.0;158;24;décembre;2021;0;0
Mince alors 2 !;Comédie;;Charlotte De Turckheim;Catherine Hosmalin;Lola Dewaere;Charlotte De Turckheim;2,7;soso;Charlotte De Turckheim;France;Le Pacte;Français;4.0;0.0;1.0;105;22;décembre;2021;1;0
Mira, la fille du train;Policier;Drame;Ribhu Dasgupta;Parineeti Chopra;Aditi Rao Hydari;Kirti Kulhari;;soso;Ribhu Dasgupta;Inde;;Hindi;0.0;0.0;0.0;120;26;février;2021;0;0
Miraculous World : Shanghai, la légende de Ladydragon;Action;Aventure;Thomas Astruc;Anouck Hautbois;Benjamin Bollen;;;good;Thomas Astruc;U.S.A.;TF1;Français;0.0;0.0;0.0;52;4;avril;2021;0;0
Mise à nu;Drame;;Didier Bivel;Julie de Bona;Julien Boisselier;Edouard Montoute;3,3;good;Barbara Grinberg;France;France 2;Français;0.0;0.0;1.0;90;30;mars;2022;0;0
Mission Extreme;Action;;Sunny Sanwar;Arifin Shuvo;Jannatul Ferdous Oishee;Taskeen Rahman;;good;Sunny Sanwar;Bengladesh;Desi Entertainment Paris;Bengali;0.0;0.0;0.0;130;3;décembre;2021;0;0
Mobile Suit Gundam: L'éclat de Hathaway;Action;Aventure;Shuko Murase;Kensho Ono;Reina Ueda;Jun'ichi Suwabe;;soso;Yasuyuki Muto;Japon;;Japonais;0.0;0.0;0.0;95;1;juillet;2021;0;0
Modern Murder : Invisibilité;Policier;Drame;Sebastian Marka;Karin Hanczewski;Cornelia Gröschel;Martin Brambach;;good;Michael Comtesse;Allemagne;Polar+;Allemand;0.0;0.0;0.0;90;10;décembre;2021;0;0
Modern Murder : Secouristes en danger;Policier;;Isabel Braak;Karin Hanczewski;Cornelia Gröschel;Martin Brambach;;good;Christoph Busche;Allemagne;Polar+;Allemand;0.0;0.0;0.0;90;3;décembre;2021;0;0
Mon elfe de Noël;Romance;;Pat Williams;Cindy Busby;Sam Page;Erin Boyes;;soso;Joel Canfield;U.S.A.;TF1;Anglais;0.0;0.0;0.0;86;17;novembre;2022;0;0
Mon frère, ma sœur;Comédie dramatique;;Roberto Capucci;Alessandro Preziosi;Claudia Pandolfi;Ludovica Martino;;good;Roberto Capucci;Italie;;Italien;0.0;0.0;0.0;110;8;octobre;2021;0;0
Mon ninja et moi 2;Aventure;Animation;Anders Matthesen;Louis Næss-Schmidt;Anders Matthesen;Emma Sehested Høeg;;soso;Anders Matthesen;Danemark;Koba Films;Danois;0.0;0.0;0.0;86;1;avril;2022;0;0
Mon père est une saucisse;Comédie;Famille;Anouk Fortunier;Savannah Vandendriessche;Johan Heldenbergh;Hilde De Baerdemaeker;;good;Jean-Claude Van Rijckeghem;Belgique;;Néerlandais;0.0;0.0;1.0;83;19;octobre;2021;0;0
Mondocane;Action;Drame;Alessandro Celli;Alessandro Borghi;Ludovica Nasti;Barbara Ronchi;;soso;Alessandro Celli;Italie;Koba Films;Italien;1.0;0.0;0.0;115;10;juin;2022;0;0
Monster Hunter: Legends Of The Guild;Action;Aventure;Steve Yamamoto;Dante Basco;Erica Lindbeck;Brando Eaton;;soso;Joshua Fine;U.S.A.;;Anglais;0.0;0.0;0.0;58;3;septembre;2021;0;0
Mortal Kombat;Action;Arts Martiaux;Simon McQuoid;Lewis Tan;Jessica McNamee;Josh Lawson;2,4;soso;Greg Russo;U.S.A.;Warner Bros. France;Anglais;0.0;0.0;0.0;110;12;mai;2021;0;0
Mortal Kombat Legends: Battle of the Realms;Action;Aventure;Ethan Spaulding;Jennifer Carpenter;Joel McHale;Grey Griffin;;good;Jeremy Adams;U.S.A.;;Anglais;0.0;1.0;3.0;80;15;septembre;2021;0;0
Mother/Android;Drame;Science Fiction;Mattson Tomlin;Chloë Grace Moretz;Algee Smith;Raul Castillo;2,8;bad;Mattson Tomlin;U.S.A.;;Anglais;0.0;2.0;0.0;110;7;janvier;2022;0;0
Mourir peut attendre;Action;Espionnage;Cary Joji Fukunaga;Daniel Craig;Léa Seydoux;Rami Malek;3,1;good;Neal Purvis;U.S.A.;Universal Pictures International France;Anglais;1.0;4.0;5.0;163;6;octobre;2021;9;0
Mousa;Action;Drame;Peter Mimi;Kareem Mahmoud Abdel Aziz;Eyad Nassar;Mahmoud Hafez;;soso;;Egypte;;Arabe;0.0;0.0;0.0;105;6;janvier;2023;0;0
Moxie;Comédie;Drame;Amy Poehler;Hadley Robinson;Lauren Tsai;Alycia Pascual-Pena;2,9;good;Tamara Chestna;U.S.A.;;Anglais;2.0;0.0;0.0;111;4;mars;2021;0;0
Muppets Haunted Mansion;Comédie;Famille;Kirk R. Thatcher;Will Arnett;Edward Asner;Danny Trejo;;soso;Kirk R. Thatcher;U.S.A.;;Anglais;0.0;5.0;1.0;52;8;octobre;2021;0;0
Murder Party;Comédie;Policier;Nicolas Pleskof;Alice Pol;Miou-Miou;Eddy Mitchell;2,9;bad;Nicolas Pleskof;France;Bac Films;Français;1.0;1.0;2.0;103;9;mars;2022;0;0
Murina;Drame;;Antoneta Alamat Kusijanovic;Gracija Filipovic;Danica Curcic;Leon Lucev;3,8;good;Christina Lazaridi;Croatie;KMBO;Serbo-Croate;0.0;0.0;0.0;96;20;avril;2022;3;0
Music;Drame;Comédie musicale;Sia;Maddie Ziegler;Kate Hudson;Leslie Odom Jr.;2,7;soso;Sia;U.S.A.;Originals Factory;Anglais;1.0;1.0;1.0;97;29;mars;2021;6;0
My Amanda;Drame;Romance;Alessandra De Rossi;Alessandra De Rossi;Piolo Pascual;;;soso;Alessandra De Rossi;Philippines;;Filipino;0.0;0.0;0.0;89;7;novembre;2022;0;0
My Hero Academia - World Heroes' Mission;Action;Animation;Kenji Nagasaki;Bastien Bourlé;Daiki Yamashita;Emmanuel Rausenberger;3,5;good;Yosuke Kuroda;Japon;CGR EVENTS;Japonais;0.0;0.0;0.0;104;26;janvier;2022;0;0
My Little Pony Nouvelle Génération;Aventure;Animation;Robert Cullen;Cerise Calixte;Vanessa Hudgens;James Marsden;;good;Tim Sullivan;U.S.A.;;Anglais;0.0;0.0;3.0;90;24;septembre;2021;0;0
My Son;Policier;Drame;Christian Carion;James McAvoy;Claire Foy;Tom Cullen (III);2,9;soso;Christian Carion;Grande-Bretagne;Metropolitan FilmExport;Anglais;9.0;2.0;5.0;96;3;novembre;2021;0;0
Mystère à Saint-Tropez : une enquête de l'inspecteur Boulin;Comédie;;Nicolas Benamou;Christian Clavier;Benoît Poelvoorde;Thierry Lhermitte;3,0;bad;Christian Clavier;France;StudioCanal;Français;2.0;4.0;4.0;91;14;juillet;2021;0;0
Naai Sekar;Comédie;;Kishore Rajkumar;Sathish Krishnan;Pavithra Lakshmi;;;soso;;Inde;Friday Entertainment;Tamoul;0.0;0.0;0.0;133;13;janvier;2022;0;0
Narappa;Action;Drame;Srikanth Addala;Venkatesh Daggubati;Priyamani;Karthik Rathnam;;soso;;Inde;;-;0.0;0.0;0.0;153;19;juillet;2021;0;0
Natural Light;Drame;;Dénes Nagy;Ferenc Szabó;László Bajkó;Tamás Garbacz;3,4;good;Dénes Nagy;Hongrie;Nour Films;Hongrois;1.0;0.0;0.0;103;11;janvier;2023;9;0
Ne me tue pas;Fantastique;Epouvante-horreur;Andrea De Sica;Alice Pagani;Rocco Fasano;Silvia Calderoni;;bad;Eleonora Trucchi;Italie;;Italien;0.0;0.0;0.0;90;20;février;2022;0;0
Needle in a Timestack;Romance;Science Fiction;John Ridley;Leslie Odom Jr.;Cynthia Erivo;Orlando Bloom;;soso;John Ridley;U.S.A.;;Anglais;2.0;4.0;5.0;111;15;octobre;2021;0;0
Neptune Frost;Musical;Science Fiction;Saul Williams;Cheryl Isheja;Elvis Ngabo;Eliane Umuhire;2,3;good;Saul Williams;Rwanda;Damned Distribution;Anglais;3.0;0.0;0.0;105;10;mai;2023;4;0
Neuf chatons pour Noël;Comédie dramatique;Famille;David Winning;Brandon Routh;Kimberly Sustad;Gregory Harrison;;good;Erinne Dobson;Canada;TF1;Anglais;0.0;1.0;0.0;84;16;novembre;2022;0;0
Never Back Down: La Révolte;Action;Drame;Kellie Madison;James Faulkner;Hannah Al Rashid;Olivia Popica;;soso;Audrey Arkins;U.S.A.;;Anglais;0.0;0.0;0.0;89;9;février;2022;0;0
New Gods: Nezha Reborn;Action;Animation;Ji Zhao;Tianxiang Yang;He Zhang;Jonny Siew;;good;Muchuan;Chine;;Mandarin;0.0;0.0;0.0;116;18;août;2021;0;0
Next Door;Comédie;;Daniel Brühl;Daniel Brühl;Peter Kurth;Rike Eckermann;3,2;soso;Daniel Kehlmann;Allemagne;Eurozoom;Allemand;4.0;4.0;0.0;92;29;décembre;2021;8;0
Night at the Eagle Inn;Epouvante-horreur;;Erik Bloomquist;Amelia Dudley;Taylor Turner;Greg Schweers;;soso;Erik Bloomquist;U.S.A.;;Anglais;0.0;0.0;0.0;70;28;mars;2023;0;0
Night of the Animated Dead;Animation;Epouvante-horreur;Jason Axinn;Josh Duhamel;Dule Hill;Katharine Isabelle;;bad;John A. Russo;U.S.A.;;Anglais;0.0;3.0;0.0;70;6;octobre;2021;0;0
Night Of The Sicario;Action;Drame;Joth Riggs;Natasha Henstridge;Costas Mandylor;Amanda Diaz;;bad;Matthew Eason;U.S.A.;;Anglais;0.0;0.0;0.0;83;19;avril;2023;0;0
Night Raiders;Action;Science Fiction;Danis Goulet;Elle-Maija Tailfeathers;Brooklyn Letexier-Hart;Amanda Plummer;;soso;Danis Goulet;Canada;;Anglais;0.0;0.0;0.0;97;11;août;2022;1;0
Night Teeth;Action;Fantastique;Adam Randall;Jorge Lendeborg Jr.;Debby Ryan;Lucy Fry;;soso;Brent Dillon;U.S.A.;;Anglais;0.0;0.0;0.0;108;20;octobre;2021;0;0
Nightmare Alley;Drame;Thriller;Guillermo del Toro;Bradley Cooper;Cate Blanchett;Toni Collette;3,8;good;Guillermo del Toro;U.S.A.;The Walt Disney Company France;Anglais;12.0;3.0;12.0;151;19;janvier;2022;7;0
Ninjababy;Comédie;Drame;Yngvild Sve Flikke;Kristine Kujath Thorp;Arthur Berning;Nader Khademi;3,2;good;Yngvild Sve Flikke;Norvège;Wild Bunch Distribution;Norvégien;0.0;0.0;0.0;103;21;septembre;2022;0;0
Nobody;Action;;Ilya Naishuller;Bob Odenkirk;Aleksey Serebryakov;Connie Nielsen;2,8;good;Derek Kolstad;U.S.A.;Universal Pictures International France;Anglais;0.0;1.0;1.0;92;2;juin;2021;0;0
Nobody Sleeps in the Woods Tonight : Partie 2;Epouvante-horreur;Thriller;Bartosz M. Kowalski;Zofia Wichlacz;Julia Wieniawa-Narkiewicz;Mateusz Więcławek;;bad;Mirella Zaradkiewicz;Pologne;;Polonais;0.0;0.0;0.0;96;27;octobre;2021;0;0
Noël à notre porte;Comédie;Famille;Christie Will Wolf;Rukiya Bernard;Dewshane Williams;Tom Pickett;;soso;Joel Canfield;Canada;;Anglais;0.0;0.0;0.0;85;1;décembre;2022;0;0
Noël à tous les étages;Comédie;;Gilles Paquet-Brenner;Caroline Anglade;Max Boublil;Tchéky Karyo;;soso;Gilles Paquet-Brenner;France;TF1;Français;2.0;0.0;0.0;90;13;décembre;2021;0;0
Noël au château enchanté;Romance;;Stefan Scaini;Lacey Chabert;Stuart Townsend;Ali Hardiman;;soso;Paul Campbell;Canada;TF1;Anglais;0.0;0.0;0.0;84;25;octobre;2022;0;0
Noël au grand coeur;Romance;;Alysse Leite-Rogers;Jennie Garth;Cameron Mathison;Emily Tennant;;soso;Jennifer Barrow;Canada;;Anglais;0.0;0.0;0.0;84;1;décembre;2022;0;0
Noël avec l'ambassadeur;Romance;;Adrian Langley;Natalie Lisinska;Damon Runyan;Madeline Leon;;good;Jennifer Edwards;U.S.A.;TF1;Anglais;0.0;0.0;0.0;90;8;décembre;2021;0;0
Noël avec le Père;Comédie;Famille;Philippe Martinez;Elizabeth Hurley;Nathalie Cox;Talulah Riley;;bad;Hannah Davis;Grande-Bretagne;;Anglais;0.0;0.0;0.0;105;6;novembre;2021;0;0
Noël avec un prince;Romance;;Lee Friedlander;Megan Park;Julian Morris;Michael Hanrahan;;soso;Steven Peterman;Canada;TF1;Anglais;0.0;0.0;0.0;84;24;octobre;2022;0;0
Noël en héritage;Romance;;David I. Strasser;Chelsea Hobbs;Giles Panton;Karen Kruper;;soso;;U.S.A.;M6;Anglais;0.0;0.0;0.0;90;24;décembre;2021;0;0
Noël entre nous;Romance;;Jason Bourque;Kayla Wallace;Jeremy Guilbaut;Meghan K. Lees;;good;Starlett Hill;U.S.A.;M6;Anglais;0.0;0.0;0.0;86;30;décembre;2021;0;0
Noël sous son aile;Romance;;Jerry Ciccoritti;Chad Michael Murray;Jessica Lowndes;David Reale;;soso;John-Eliot Jordan;Canada;;Anglais;0.0;1.0;0.0;84;1;décembre;2022;0;0
Noël sur la 5e avenue;Romance;;Amy Force;Kathryn Davis;Olivier Renaud;Kara Duncan;;soso;Neale Kimmel;U.S.A.;M6;Anglais;0.0;0.0;0.0;84;29;décembre;2021;0;0
Noël tout feu tout flamme;Romance;;Paul Shapiro;AnnaLynne McCord;Colin Lawrence;Bianca Lawrence;;soso;Adam Rockoff;Canada;TF1;Anglais;0.0;1.0;0.0;85;27;octobre;2022;0;0
Noël, toi et moi;Drame;Romance;Lisa Rose Snow;Elise Bauman;Tattiawna Jones;Wendy Crewson;;soso;Gilles Coiffard;U.S.A.;TF1;Anglais;0.0;0.0;0.0;84;8;décembre;2022;0;0
Noir comme neige;Policier;;Eric Valette;Laurent Gerra;Clémentine Poidatz;Thierry Frémont;2,8;soso;Olivier Berclaz;France;France 2;Français;2.0;0.0;0.0;85;10;novembre;2021;0;0
North Hollywood;Comédie;Drame;Mikey Alfred;Ryder McLaughlin;Miranda Cosgrove;Mikey Alfred;;good;Mikey Alfred;U.S.A.;;Anglais;0.0;0.0;1.0;93;29;décembre;2022;0;0
Nos âmes d'enfants;Drame;;Mike Mills;Joaquin Phoenix;Gaby Hoffmann;Woody Norman;3,4;good;Mike Mills;U.S.A.;Metropolitan FilmExport;Anglais;5.0;7.0;4.0;114;26;janvier;2022;1;0
Nos mots comme des bulles;Animation;Drame;Kyohei Ishiguro;Somegoro Ichikawa;Hana Sugisaki;Megumi Han;;good;Dai Sato;Japon;;Japonais;0.0;0.0;0.0;86;22;juillet;2021;0;0
Nos pires amis;Comédie;;Clay Tarver;John Cena;Lil Rel Howery;Yvonne Orji;;soso;Tim Mullen;U.S.A.;;Anglais;0.0;0.0;0.0;103;27;août;2021;0;0
Nos vies volées;Drame;;Jeff Hare;Jessica Morris;Jason-Shane Scott;James Hyde;;soso;Jason-Shane Scott;U.S.A.;TF1;Anglais;0.0;0.0;0.0;88;30;mai;2022;0;0
Notre chanson de Noël;Romance;;Michael Kennedy;Mya;Rainbow Sun Francks;Shakura S'Aida;;soso;;U.S.A.;;Anglais;0.0;0.0;0.0;87;7;octobre;2022;0;0
Notre été;Drame;Romance;Massimiliano Camaiti;Elvira Camarrone;Roberto Christian;Donatella Finocchiaro;;good;Claudia Bottino;Italie;;Italien;0.0;0.0;0.0;99;25;mars;2021;0;0
Notre promesse de Noël;Romance;;Fred Gerber;Christa B. Allen;Ryan Rottman;Marielle Scott;;soso;Nikki Deloach;U.S.A.;TF1;Anglais;0.0;0.0;0.0;84;16;décembre;2022;0;0
Nous étions des chansons;Comédie;Romance;Juana Macias;María Valverde;Alex González;Elisabet Casanovas;;soso;Laura Sarmiento;Espagne;;Espagnol;1.0;0.0;0.0;110;29;septembre;2021;0;0
Nudo mixteco : trois destins de femmes;Drame;;Ángeles Cruz;Sonia Couoh;Noé Hernandez;Myriam Bravo;3,4;good;Ángeles Cruz;Mexique;Bobine Films;Espagnol;0.0;0.0;0.0;91;8;décembre;2021;0;0
Nuit barbare;Thriller;;Charles Dorfman;Iwan Rheon;Will Kemp;Tom Cullen (III);;bad;Charles Dorfman;Grande-Bretagne;;Anglais;0.0;0.0;0.0;89;17;février;2023;0;0
Nuit de feu;Drame;;Tatiana Huezo;Ana Cristina Ordóñez González;Marya Membreño;Mayra Batalla;;good;Tatiana Huezo;Mexique;Arte;Espagnol;2.0;0.0;0.0;110;29;avril;2022;7;0
Occupation: Rainfall;Action;Science Fiction;Luke Sparke;Jason Isaacs;Dan Ewing;Temuera Morrison;;bad;Luke Sparke;Australie;Metropolitan FilmExport;Anglais;0.0;0.0;0.0;128;3;juin;2021;0;0
Ogre;Drame;Fantastique;Arnaud Malherbe;Ana Girardot;Giovanni Pucci;Samuel Jouy;2,9;bad;Arnaud Malherbe;France;The Jokers / Les Bookmakers;Français;2.0;1.0;0.0;103;20;avril;2022;6;0
Ohana ou le trésor caché;Aventure;Comédie;Jude Weng;Alex Aiono;Kea Peahu;Kelly Hu;;soso;Christina Strain;U.S.A.;;Anglais;0.0;0.0;0.0;123;30;janvier;2021;0;0
Old;Fantastique;Thriller;M. Night Shyamalan;Gael García Bernal;Vicky Krieps;Rufus Sewell;3,2;soso;M. Night Shyamalan;U.S.A.;Universal Pictures International France;Anglais;4.0;3.0;1.0;108;21;juillet;2021;0;0
Old Henry;Action;Western;Potsy Ponciroli;Tim Blake Nelson;Scott Haze;Gavin Lewis;;good;Potsy Ponciroli;U.S.A.;;Anglais;0.0;0.0;0.0;99;3;février;2022;1;0
Olga;Drame;Évènement Sportif;Elie Grappe;Nastya Budiashkina;Sabrina Rubtsova;Caterina Barloggio;3,6;good;Elie Grappe;Suisse;ARP Sélection;ukrainien;0.0;0.0;0.0;87;17;novembre;2021;6;0
Omerta 6/12;Action;Thriller;Aku Louhimies;Jasper Pääkkönen;Nanna Blondell;Sverrir Gudnason;;soso;Antti Jokinen;Finlande;Swift Distribution;Finnois;5.0;0.0;0.0;119;2;mai;2022;0;0
On est fait pour s’entendre;Comédie;Romance;Pascal Elbé;Sandrine Kiberlain;Pascal Elbé;Valérie Donzelli;3,3;good;Pascal Elbé;France;Diaphana Distribution;Français;11.0;4.0;11.0;94;17;novembre;2021;2;0
On n'arrête plus les Kandasamys;Comédie;Romance;Jayan Moodley;Jailoshini Naidoo;Maeshni Naicker;Madhushan Singh;;soso;Jayan Moodley;Afrique du Sud;;Anglais;0.0;0.0;0.0;93;4;juin;2021;0;0
One Shot;Action;;James Nunn;Scott Adkins;Ashley Greene Khoury;Ryan Phillippe;;soso;James Nunn;Grande-Bretagne;;Anglais;0.0;0.0;1.0;96;6;janvier;2022;0;0
Onoda - 10 000 nuits dans la jungle;Drame;Historique;Arthur Harari;Yûya Endô;Kanji Tsuda;Yuya Matsuura;4,4;good;Arthur Harari;France;Le Pacte;Japonais;2.0;0.0;0.0;167;21;juillet;2021;15;0
Opération Hyacinthe;Policier;Drame;Piotr Domalewski;Tomasz Zietek;Hubert Milkowski;Marek Kalita;;good;Marcin Ciastoń;Pologne;;Polonais;0.0;0.0;0.0;106;13;octobre;2021;0;0
Opération Portugal;Comédie;;Frank Cimière;D’Jal;Sarah Perles;Pierre Azéma;2,0;bad;D’Jal;France;Sony Pictures Releasing France;Français;0.0;0.0;0.0;91;23;juin;2021;0;0
Opération romance;Romance;;David I. Strasser;Cristina Rosato;Greyston Holt;Rebecca Olson;;soso;Victoria Rose;Canada;;Anglais;0.0;0.0;0.0;93;8;février;2021;0;0
Oranges sanguines;Comédie;Drame;Jean-Christophe Meurisse;Alexandre Steiger;Christophe Paou;Lilith Grasmug;3,5;good;Jean-Christophe Meurisse;France;The Jokers / Les Bookmakers;Français;0.0;0.0;0.0;105;17;novembre;2021;1;0
OSS 117: Alerte rouge en Afrique noire;Aventure;Comédie;Nicolas Bedos;Jean Dujardin;Pierre Niney;Fatou N'Diaye;2,8;soso;Jean-François Halin;France;Gaumont Distribution;Français;1.0;15.0;5.0;116;4;août;2021;2;0
Oslo;Drame;;Bartlett Sher;Ruth Wilson;Andrew Scott;Jeff Wilbusch;;good;J.T. Rogers;U.S.A.;;Anglais;0.0;1.0;4.0;118;12;septembre;2021;2;0
Où est Anne Frank !;Animation;Biopic;Ari Folman;Ruby Stokes;Emily Carey;Michael Maloney;3,2;good;Ari Folman;Belgique;Le Pacte;Anglais;4.0;0.0;0.0;104;8;décembre;2021;1;0
Ouistreham;Drame;;Emmanuel Carrère;Juliette Binoche;Hélène Lambert;Léa Carne;3,5;good;Emmanuel Carrère;France;Memento Distribution;Français;1.0;8.0;0.0;107;12;janvier;2022;4;0
Oxygène;Drame;Science Fiction;Alexandre Aja;Mélanie Laurent;Mathieu Amalric;Malik Zidi;3,7;soso;Christie LeBlanc;U.S.A.;;Français;4.0;9.0;10.0;100;12;mai;2021;0;0
P.S. Joyeux Noël;Comédie;Romance;Fred Gerber;Torrey DeVitto;Dylan Bruce;Patrick Duffy;;good;Kathy Kloves;Canada;TF1;Anglais;0.0;0.0;0.0;84;28;octobre;2022;0;0
Palmer;Drame;;Fisher Stevens;Justin Timberlake;Juno Temple;June Squibb;;good;Cheryl Guerriero;U.S.A.;;Anglais;2.0;1.0;1.0;110;29;janvier;2021;0;0
Papa ne fait pas de cadeaux;Comédie;;Raúl Martínez (VIII);Héctor Bonilla;Angélica María;Benny Ibarra;;soso;Eduardo Donjuan;Mexique;;Espagnol;0.0;0.0;0.0;87;21;décembre;2021;0;0
Papa, c'est toi ?;Comédie;Drame;Cris D'Amato;Maisa Silva;Eduardo Moscovis;Marcelo Médici;;soso;Thalita Rebouças;Brésil;;Portugais;0.0;0.0;0.0;103;15;janvier;2021;0;0
Par-delà les frontières;Comédie dramatique;;Kaashvi Nair;Arjun Kapoor;Neena Gupta;Rakul Preet Singh;;soso;Anuja Chauhan;Inde;;Hindi;0.0;0.0;0.0;139;24;octobre;2022;0;0
Paradise Cove: Cauchemar à Malibu;Thriller;;Martin Guigui;Todd Grinnell;Mena Suvari;Kristin Bauer;;soso;Sherry Klein;U.S.A.;;Anglais;0.0;0.0;1.0;103;20;octobre;2022;0;0
Paranormal Activity: Next of Kin;Epouvante-horreur;;William Eubank;Emily Bader;Roland Buck III;Dan Lippert;;soso;Christopher Landon;U.S.A.;;Anglais;7.0;0.0;0.0;98;3;février;2022;1;0
Parents à perpétuité;Comédie;;Florian Schwarz;Anja Schneider;Devid Striesow;Max Schimmelpfennig;;soso;Peter Probst;Allemagne;Arte;Allemand;0.0;0.0;0.0;88;19;mars;2021;0;0
Pas... de quartier;Drame;Musical;Paul Vecchiali;Ugo Broussot;Mona Heftre;Franck Libert;3,5;soso;Paul Vecchiali;France;Dialectik;Français;4.0;0.0;0.0;89;27;avril;2022;0;0
Pauvre toutou !;Animation;Comédie;Kevin Johnson;Big Sean;Kevin Chamberlin;Colby Lopez;;soso;Rob Muir;Canada;;Anglais;0.0;0.0;0.0;87;28;mai;2021;0;0
Payback;Drame;;Joseph Mensch;Matt Levett;Toby Leonard Moore;Anna Baryshnikov;;soso;Joseph Mensch;U.S.A.;;Anglais;0.0;0.0;0.0;95;10;mai;2023;0;0
Penguin Bloom;Drame;;Glendyn Ivin;Naomi Watts;Andrew Lincoln;Jacki Weaver;;good;Shaun Grant;Australie;;Anglais;1.0;2.0;1.0;96;3;septembre;2021;0;0
Perdus dans l'Arctique;Aventure;Drame;Peter Flinth;Nikolaj Coster-Waldau;Joe Cole;Charles Dance;3,5;good;Nikolaj Coster-Waldau;Islande;;Anglais;4.0;2.0;0.0;102;2;mars;2022;1;0
Personne ne sort d'ici vivant;Epouvante-horreur;Thriller;Santiago Menghini;Cristina Rodlo;Marc Menchaca;David Figlioli;;bad;Jon Croker;Grande-Bretagne;;Anglais;0.0;0.0;0.0;85;29;septembre;2021;0;0
Petite maman;Drame;;Céline Sciamma;Joséphine Sanz;Gabrielle Sanz;Nina Meurisse;3,6;soso;Céline Sciamma;France;Pyramide Distribution;Français;9.0;0.0;0.0;73;2;juin;2021;9;0
Petite Nature;Comédie;Drame;Samuel Theis;Aliocha Reinert;Antoine Reinartz;Mélissa Olexa;4,1;good;Samuel Theis;France;Ad Vitam;Français;3.0;0.0;1.0;95;9;mars;2022;7;0
Piccolo corpo;Drame;Historique;Laura Samani;Celeste Cescutti;Ondina Quadri;;3,7;good;Marco Borromei;Italie;Arizona Distribution;Italien;0.0;0.0;0.0;89;16;février;2022;5;0
Pieces of a Woman;Drame;;Kornél Mundruczó;Vanessa Kirby;Shia LaBeouf;Ellen Burstyn;3,8;good;Kata Wéber;U.S.A.;;Anglais;1.0;1.0;3.0;126;7;janvier;2021;4;0
Piège de métal;Action;Thriller;Dolph Lundgren;Scott Adkins;Dolph Lundgren;Vas Sanchez;;soso;Andrew Knauer;U.S.A.;;Anglais;0.0;0.0;0.0;89;9;février;2022;0;0
Pierre Lapin 2;Aventure;Comédie;Will Gluck;Thibaut Lacour;James Corden;Rose Byrne;3,3;soso;Will Gluck;U.S.A.;Sony Pictures Releasing France;Anglais;1.0;0.0;2.0;93;30;juin;2021;0;0
Pig;Drame;Thriller;Michael Sarnoski;Nicolas Cage;Alex Wolff;Cassandra Violet;3,7;soso;Michael Sarnoski;U.S.A.;Metropolitan FilmExport;Anglais;0.0;3.0;0.0;91;27;octobre;2021;5;0
Piggy;Drame;Epouvante-horreur;Carlota Pereda;Laura Galán;Richard Holmes (II);Carmen Machi;3,8;soso;Carlota Pereda;Espagne;Backup Films;Espagnol;0.0;0.0;0.0;99;2;novembre;2022;0;0
Pil;Aventure;Animation;Julien Fournet;Kaycie Chase;Paul Borne;Julien Crampon;3,4;good;Julien Fournet;France;SND;Français;0.0;0.0;0.0;89;11;août;2021;1;0
Placés;Comédie dramatique;;Nessim Chikhaoui;Shaïn Boumedine;Julie Depardieu;Philippe Rebbot;3,3;good;Nessim Chikhaoui;France;Le Pacte;Français;0.0;1.0;3.0;111;12;janvier;2022;0;0
Plan A;Drame;Historique;Doron Paz;August Diehl;Sylvia Hoeks;Michael Aloni;;soso;Yoav Paz;Allemagne;;Anglais;1.0;1.0;0.0;110;17;novembre;2022;0;0
Plan B;Comédie;;Natalie Morales;Kuhoo Verma;Victoria Moroles;Mason Cook;;soso;Prathi Srinivasan;U.S.A.;;Anglais;0.0;0.0;0.0;107;6;novembre;2022;0;0
Planet Dune;Action;Aventure;Glenn Campbell (II);Sean Young;Emily Killian;Tammy Klein;;bad;Lauren Pritchard;U.S.A.;;Anglais;0.0;0.0;0.0;86;22;septembre;2022;0;0
Playlist;Comédie;;Nine Antico;Sara Forestier;Laetitia Dosch;Pierre Lottin;3,5;soso;Nine Antico;France;KMBO;Français;0.0;5.0;1.0;88;2;juin;2021;0;0
Pleasure;Drame;;Ninja Thyberg;Sofia Kappel;Revika Reustle;Evelyn Claire;3,5;good;Ninja Thyberg;Suède;The Jokers / Les Bookmakers;Anglais;0.0;0.0;0.0;109;20;octobre;2021;6;0
Plumes;Comédie dramatique;Fantastique;Omar El Zohairy;Demyana Nassar;Samy Bassouny;Fady Mina Fawzy;3,9;soso;Ahmed Amer (II);France;Dulac Distribution;Arabe;1.0;0.0;0.0;112;23;mars;2022;5;0
Plus On Est de Fous;Comédie;;Paco Caballero;Ernesto Alterio;Raúl Arévalo;Luis Callejo;;soso;Eric Navarro Serna;Espagne;;Espagnol;0.0;0.0;4.0;100;30;novembre;2021;0;0
Poet;Drame;;Darezhan Omirbayev;Yerdos Kanaev;Gulmira Khasanova;Klara Kabylgazina;3,9;soso;Darezhan Omirbayev;kazakhstan;Alfama Films;Kazakh;1.0;0.0;0.0;105;14;décembre;2022;0;0
