Titre;genre1;genre2;réalisateur_1;actor_1;actor_2;actor_3;note_presse;note_spectators;Scenar;nationality_1;distributor;language;real_awards;first_actor_awards;second_actor_awards;length_corrected;day;month;year;note_spectator_word;nomi
Love And Monsters;Aventure;Comédie;Michael Matthews;Dylan O'Brien;Jessica Henwick;Michael Rooker;3.2;3.3;Matthew Robinson (II);U.S.A.;;Anglais;0.0;0.0;0.0;109;16;octobre;2020;good;1
Love, Weddings & Other Disasters;Comédie;Romance;Dennis Dugan;Maggie Grace;Diane Keaton;Jeremy Irons;;1.9;Dennis Dugan;U.S.A.;;Anglais;2.0;0.0;4.0;96;13;février;2022;bad;0
Love. Wedding. Repeat.;Comédie;Romance;Dean Craig;Sam Claflin;Olivia Munn;Freida Pinto;2.3;2.0;Dean Craig;Grande-Bretagne;Netflix France;Anglais, Italien;0.0;0.0;0.0;100;10;avril;2020;bad;0
Lucky Strike;Drame;Thriller;Yong-hoon Kim;Do-Yeon Jeon;Woo-Sung Jung;Seong-woo Bae;3.6;3.7;Yong-hoon Kim;Corée du Sud;Wild Bunch Distribution;Coréen;0.0;1.0;0.0;108;8;juillet;2020;good;0
Ludo;Action;Comédie;Anurag Basu;Abhishek Bachchan;Aditya Roy Kapoor;Sanya Malhotra;;3.2;Anurag Basu;Inde;;Hindi;0.0;0.0;0.0;149;24;octobre;2022;good;0
Lui;Drame;Thriller;Guillaume Canet;Guillaume Canet;Virginie Efira;Mathieu Kassovitz;2.0;1.7;Guillaume Canet;France;Pathé;Français;12.0;12.0;2.0;88;27;octobre;2021;bad;0
Lulli;Comédie;Romance;César Rodrigues;Larissa Manoela;Sérgio Malheiros;Amanda de Godoi;;1.9;Renato Fagundes;Brésil;;Portugais;0.0;0.0;0.0;90;26;décembre;2021;bad;0
Luxe, paillettes et indécence;Thriller;;Brooke Nevin;Lauren Swickard;Aubrey Reynolds;Brent Bailey;;2.8;Brooke Purdy;U.S.A.;TF1;Anglais;0.0;0.0;0.0;90;3;juin;2022;soso;0
M'abandonne pas;Drame;;Didier Bivel;Michaël Youn;Manon Azem;Maxime Bergeron;;3.6;Sabrina Compeyron;France;TF1;Français;0.0;4.0;0.0;90;29;novembre;2021;good;0
Ma belle inconnue de Noël;Romance;;Terry Ingram;Eion Bailey;Alvina August;Fiona Vroom;;2.9;Mike Mariano;U.S.A.;M6;Anglais;0.0;0.0;0.0;84;29;décembre;2020;soso;0
Ma belle soeur bien aimée;Comédie;Romance;Amy Miller Gross;Alicia Silverstone;Mathilde Ollivier;Jake Hoffman;;2.2;Amy Miller Gross;U.S.A.;;Anglais;0.0;1.0;0.0;92;2;décembre;2022;soso;0
Ma belle-famille, Noël et moi;Comédie;Romance;Clea DuVall;Kristen Stewart;Mackenzie Davis;Mary Steenburgen;;3.2;Clea DuVall;U.S.A.;;Anglais;0.0;9.0;0.0;102;17;décembre;2020;good;0
Ma mère est un gorille (et alors?);Animation;Famille;Linda Hambäck;Rebecca Gerstmann;Pernilla August;Melinda Kinnaman;3.1;3.1;Janne Vierth;Suède;Les Films du Préau;Suédois;0.0;0.0;1.0;72;22;septembre;2021;good;5
Made In Italy;Comédie;Drame;James D'Arcy;Liam Neeson;Micheál Richardson;Lindsay Duncan;;2.1;James D'Arcy;Grande-Bretagne;;Anglais;0.0;1.0;0.0;94;1;février;2020;soso;0
Madre;Drame;Thriller;Rodrigo Sorogoyen;Marta Nieto;Jules Porier;Alex Brendemühl;3.6;3.3;Rodrigo Sorogoyen;Espagne;Le Pacte;Espagnol, Français;3.0;0.0;0.0;129;22;juillet;2020;good;0
Maddy Etcheban;Policier;Drame;René Manzor;Cristiana Réali;Arnaud Binard;Lorie Pester;;2.7;Véronique Lecharpy;France;France 3;Français;0.0;0.0;0.0;90;25;janvier;2020;soso;0
Mafia: Chapter 1;Action;Thriller;Karthick Naren;Arun Vijay;Prasanna (I);Priya Bhavani Shankar;;3.0;Karthick Naren;Inde;Night ed films;Tamoul;0.0;0.0;0.0;150;21;février;2020;soso;0
Magical Doremi à la recherche des apprenties sorcières;Action;Aventure;Jun'ichi Satô;Tomoko Akiya;Chiemi Chiba;Kenta Hamano;;3.3;Midori Kuriyama;Japon;KFD France;Japonais;0.0;0.0;0.0;91;16;juin;2022;good;0
Mainstream;Comédie;Drame;Gia Coppola;Andrew Garfield;Maya Hawke (II);Nat Wolff;;2.4;Tom Stuart (II);U.S.A.;;Anglais;0.0;10.0;0.0;100;29;novembre;2021;soso;0
Malasaña 32;Epouvante-horreur;;Albert Pintó;Begoña Vargas;Iván Marcos;Beatriz Segura;;2.5;Ramón Campos;Espagne;;Espagnol;0.0;0.0;0.0;105;4;août;2021;soso;0
Malibu Rescue : Une Nouvelle Vague;Comédie;Famille;Savage Steve Holland;Jeremy Howard;Breanna Yde;Jackie R. Jacobson;;2.6;Savage Steve Holland;U.S.A.;;Anglais;0.0;0.0;0.0;70;4;août;2020;soso;0
Malmkrog;Drame;Historique;Cristi Puiu;Agathe Bosch;Frédéric Schulz-Richard;Diana Sakalauskaité;3.8;3.0;Cristi Puiu;Roumanie;Shellac;Hongrois, Français, Russe, Allemand;1.0;0.0;0.0;200;8;juillet;2020;soso;0
Mamá, Mamá, Mamá;Drame;;Sol Berruezo Pichon-Riviére;Agustina Milstein;Chloé Cherchyk;Camila Zolezzi;;3.4;Sol Berruezo Pichon-Riviére;Argentine;Plátano Films;Espagnol;0.0;0.0;0.0;65;13;avril;2022;good;0
Maman ne te fera aucun mal;Drame;;Anthony C. Ferrante;Alex McKenna;Joey Rae Blair;Adam Huss;;2.3;;U.S.A.;;Anglais;0.0;0.0;0.0;89;8;février;2021;soso;0
Maman, j'ai menti...;Thriller;;Andrew Lawrence;Jacqueline Scislowski;Cristine Prosperi;Jon Briddell;;2.9;Daniel West (II);U.S.A.;;Anglais;0.0;0.0;0.0;89;9;février;2021;soso;0
Mamie-sitter;Comédie;;Wolfgang Groos;Maren Kroymann;Heiner Lauterbach;Barbara Sukowa;;2.6;;Allemagne;;Allemand;0.0;0.0;0.0;104;9;janvier;2022;soso;0
Mandibules;Comédie;Fantastique;Quentin Dupieux;Grégoire Ludig;David Marsais;Adèle Exarchopoulos;3.3;3.0;Quentin Dupieux;France;Memento Distribution;Français;23.0;0.0;0.0;77;19;mai;2021;soso;1
Mank;Biopic;Drame;David Fincher;Gary Oldman;Amanda Seyfried;Lily Collins;4.4;3.4;Jack Fincher;U.S.A.;Netflix;Anglais;5.0;5.0;6.0;132;4;décembre;2020;good;22
Marraine ou presque;Comédie;Famille;Sharon Maguire;Isla Fisher;Jillian Bell;Santiago Cabrera;;2.7;Kari Granlund;U.S.A.;;Anglais;0.0;1.0;0.0;110;11;janvier;2021;soso;0
Marché noir;Policier;Drame;Abbas Amini;Amirhosein Fathi;Mani Haghighi;Baran Kosari;3.6;2.8;Abbas Amini;Iran;L'Atelier Distribution;Perse;0.0;0.0;7.0;102;5;janvier;2022;soso;4
Mariah Carey’s Magical Christmas Special;Comédie;Famille;Hamish Hamilton (II);Mariah Carey;Tiffany Haddish;Ariana Grande;;3.1;Caroline Fox;U.S.A.;;Anglais;0.0;1.0;1.0;43;4;décembre;2020;good;0
Marionette;Thriller;;Elbert Van Strien;Thekla Reuten;Elijah Wolf;Peter Mullan;;2.2;Elbert Van Strien;Pays-Bas;;Anglais;0.0;0.0;0.0;112;26;novembre;2021;soso;0
Maudit!;Drame;Fantastique;Emmanuel Parraud;Farouk Saidi;Aldo Dolphin;Marie Lanfroy;2.9;2.8;Emmanuel Parraud;France;DHR distribution / A Vif Cinemas;Français, Créole;1.0;0.0;0.0;77;17;novembre;2021;soso;0
Mauvaises graines;Drame;;Thierry Petit;Patrick Fiori;Michel Jonasz;Garance Thenault;;2.7;Laure Mentzel;France;France 3;Français;1.0;0.0;1.0;90;19;octobre;2021;soso;0
Max et ses amis;Policier;Famille;Winfried Oelsner;Uschi Glas;Günther Maria Halmer;Thomas Thieme;;3.0;Winfried Oelsner;Allemagne;;Allemand;0.0;0.0;0.0;87;13;avril;2023;soso;0
Méandre;Epouvante-horreur;Science Fiction;Mathieu Turi;Gaia Weiss;Peter Franzen;Romane Libert;3.5;2.2;Mathieu Turi;France;Alba Films;Anglais, Français;0.0;1.0;0.0;90;26;mai;2021;soso;0
Médecin de nuit;Drame;;Elie Wajeman;Vincent Macaigne;Pio Marmaï;Sara Giraudeau;3.8;3.6;Elie Wajeman;France;Diaphana Distribution;Français;1.0;3.0;1.0;82;16;juin;2021;good;2
Méditation et tentation;Thriller;;Brian Herzlinger;Ashley Wood;Brady Smith;Panos Vlahos;;2.5;;U.S.A.;;Anglais;0.0;0.0;0.0;88;1;avril;2021;soso;0
Memory House;Drame;;João Paulo Miranda Maria;Antonio Pitanga;Ana Flavia Cavalcanti;Soren Hellerup;2.9;2.4;João Paulo Miranda Maria;Brésil;Tamasa Distribution;Portugais;1.0;0.0;0.0;93;31;août;2022;soso;1
Menendez : le jour du seigneur;Epouvante-horreur;Thriller;Santiago Alvarado;Dolores Heredia;Ximena Romo Mercado;Juli Fàbregas;;2.2;Santiago Alvarado;Mexique;;Espagnol;0.0;0.0;0.0;93;30;octobre;2020;soso;0
Ménestrel;Comédie;Famille;Olivier Goujon;Florent Germain;Virginie Goujon;Olivier Goujon;;2.8;Olivier Goujon;France;Festizicnema distribution;Français;0.0;0.0;0.0;112;3;août;2022;soso;0
Mensonges et trahisons;Policier;Drame;Michael M. Scott;Camila Mendes;Jessie T. Usher;Jamie Chung;;2.3;David Golden (II);U.S.A.;;Anglais;0.0;0.0;0.0;96;30;avril;2020;soso;0
Mention particulière : Bienvenue dans l'âge adulte;Comédie dramatique;;Cyril Gelblat;Marie Dal Zotto;Hélène de Fougerolles;Bruno Salomone;3.7;4.0;Marie Vinoy;France;TF1;Français;5.0;0.0;1.0;90;10;mai;2021;good;0
Mer verte;Drame;;Angeliki Antoniou;Angeliki Papoulia;Yannis Tsortekis;Tassos Palatzidis;;3.0;Angeliki Antoniou;Grèce;;Grec;1.0;0.0;0.0;94;3;décembre;2022;soso;0
Merrick;Drame;Science Fiction;Benjamin Diouris;Mickaël Etrillard;Marie Colomb;Afif Ben Badra;;2.2;Benjamin Diouris;France;Under The Milky Way;Français;0.0;0.0;0.0;91;12;avril;2021;soso;4
Mes amours de Noël;Romance;;Adrian Langley;Michelle Argyris;Travis Nelson;Marcello Di Fruscia;;2.8;John Dion;U.S.A.;;Anglais;0.0;0.0;0.0;85;22;décembre;2020;soso;0
Mes très chers enfants;Comédie;;Alexandra Leclère;Josiane Balasko;Didier Bourdon;Marilou Berry;2.8;2.7;Alexandra Leclère;France;UGC Distribution;Français;1.0;3.0;1.0;95;15;décembre;2021;soso;0
Messe basse;Thriller;;Baptiste Drapeau;Alice Isaaz;Jacqueline Bisset;François-Dominique Blin;2.8;2.4;Ollivier Briand;France;Capricci Films;Français;0.0;1.0;7.0;91;4;août;2021;soso;0
Meteor Moon;Action;Aventure;Brian Nowak;Dominique Swain;Michael Broderick;Chris Boudreaux;;1.5;Joe Roche;U.S.A.;;Anglais;0.0;0.0;0.0;88;23;juin;2022;bad;0
Meurtres à Albi;Policier;;Delphine Lemoine;Léonie Simaga;Bruno Debrandt;Frédérique Kamatari;3.3;3.3;Delphine Chouraqui;France;France 3;Français;0.0;0.0;0.0;90;16;janvier;2021;good;0
Meurtres à Cayenne;Policier;;Marc Barrat;Philippe Caroit;Nadège Beausson-Diagne;Anne Caillon;2.6;2.6;;France;France 3;Français;0.0;0.0;0.0;90;14;novembre;2020;soso;0
Meurtres À Cognac;Policier;;Adeline Darraux;Eléonore Bernheim;Olivier Sitruk;Jean-Yves Lafesse;;3.3;Estelle Koenig;France;France 3;Français;0.0;0.0;1.0;90;26;décembre;2020;good;0
Meurtres à Granville;Policier;;Christophe Douchand;Florence Pernel;Raphaël Lenglet;Arièle Séménoff;3.4;3.2;Anthony Maugendre;France;;Français;0.0;1.0;1.0;90;8;juillet;2021;good;0
Meurtres à la Pointe du Raz;Policier;;Laurent Dussaux;Evelyne Bouix;David Kammenos;Nadia Roz;2.8;3.2;Matthieu Savignac;France;France 3;Français;0.0;0.0;0.0;90;3;avril;2021;good;0
Meurtres à Mulhouse;Policier;;Delphine Lemoine;Melanie Maudran;François-David Cardonnel;Nicolas Van Beveren;3.4;2.9;François Guérin (II);France;France 3;Français;0.0;1.0;0.0;90;2;octobre;2021;soso;0
Meurtres à Pont-L’Évêque;Policier;;Thierry Binisti;Arnaud Binard;Elodie Frenck;Antoine Hamel;2.6;3.3;Camille Guichard;France;France 3;Français;2.0;0.0;0.0;90;20;février;2021;good;0
Meurtres dans le Jura;Policier;;Eric Duret;Sandrine Quétier;Pierre-Yves Bon;Christian Charmetant;;2.8;Laetitia Franceschini;France;France 3;Français;0.0;0.0;0.0;90;15;février;2020;soso;0
Meurtres dans les trois vallées;Policier;;Emmanuel Rigaut;Line Renaud;Samuel Labarthe;Caroline Bourg;2.9;2.6;Sylvain Saada;France;France 3;Français;0.0;4.0;0.0;95;13;novembre;2021;soso;0
Meurtres en Berry;Policier;;Floriane Crépin;Aurélien Wiik;Fauve Hautot;David Mora;3.2;3.1;Natascha Cucheval;France;France 3;Français;0.0;2.0;0.0;90;28;août;2021;good;0
Meurtres en eaux troubles : Le Meurtre du Saint-Sang;Policier;;Michael Schneider (II);Nora von Waldstätten;Matthias Koeberlin;Hary Prinz;;3.3;Timo Berndt;Allemagne;France 3;Allemand;0.0;0.0;0.0;92;2;janvier;2022;good;0
Mia et moi, L’Héroïne de Centopia;Animation;Famille;Adam Gunn;Margot Nuccetelli;Dave Willetts;Rick Kavanian;2.4;2.5;Gerhard Hahn;Allemagne;Alba Films;Anglais;0.0;0.0;0.0;82;20;juillet;2022;soso;0
Milea: Suara dari Dilan;Drame;Romance;Pidi Baiq;Iqbaal Dhiafakhri Ramadhan;Vanesha Prescilla;Ira Wibowo;;2.9;;Indonésie;;Indonésien;0.0;0.0;0.0;102;13;novembre;2022;soso;0
Milestone;Drame;;Ivan Ayr;Suvinder Pal Vicky;Lakshvir Saran;;;2.9;Ivan Ayr;Inde;;Hindi;0.0;0.0;0.0;98;3;septembre;2021;soso;0
Minamata;Biopic;Drame;Andrew Levitas;Johnny Depp;Hiroyuki Sanada;Bill Nighy;;3.9;David Kessler (IV);U.S.A.;;Anglais;0.0;9.0;0.0;115;20;octobre;2021;good;0
Minari;Drame;;Lee Isaac Chung;Steven Yeun;Ye-Ri Han;Alan S. Kim;3.9;3.6;Lee Isaac Chung;U.S.A.;ARP Sélection;Coréen, Anglais;8.0;2.0;0.0;116;23;juin;2021;good;19
Minor Premise;Drame;Science Fiction;F.A. Eric Schultz;Sathya Sridharan;Dana Ashbrook;Melanie Nicholls-King;;2.4;F.A. Eric Schultz;U.S.A.;;Anglais;0.0;0.0;0.0;95;6;avril;2022;soso;0
Minuit dans l'univers;Drame;Science Fiction;George Clooney;George Clooney;Felicity Jones;David Oyelowo;2.5;2.4;Mark L. Smith;U.S.A.;Netflix;Anglais;15.0;15.0;5.0;122;23;décembre;2020;soso;3
Miraculous New York : les héros unis;Action;Aventure;Thomas Astruc;Anouck Hautbois;Benjamin Bollen;;;3.0;;Grande-Bretagne;Disney Channel France;Français, Anglais;0.0;0.0;0.0;55;26;septembre;2020;soso;0
Miss;Comédie;;Ruben Alves;Alexandre Wetter;Pascale Arbillot;Isabelle Nanty;3.4;3.5;Elodie Namer;France;Warner Bros. France;Français;1.0;0.0;2.0;107;21;octobre;2020;good;5
Miss Fisher et le tombeau des larmes;Thriller;;Tony Tilse;Essie Davis;Ashleigh Cummings;Rupert Penry-Jones;;2.8;Deb Cox;Australie;;Anglais;0.0;0.0;1.0;101;25;septembre;2020;soso;0
Miss Marx;Biopic;Drame;Susanna Nicchiarelli;Romola Garai;Patrick Kennedy;John Gordon Sinclair;2.9;2.3;Susanna Nicchiarelli;Italie;Les Valseurs;Anglais, Allemand;1.0;4.0;0.0;107;4;mai;2022;soso;0
Mode avion;Comédie;Famille;César Rodrigues;Larissa Manoela;Katiuscia Canoro;André Frambach;;2.1;Renato Fagundes;Brésil;Netflix France;Portugais;0.0;0.0;0.0;95;14;novembre;2019;soso;0
Modern Murder : Parasomnie;Policier;;Sebastian Marka;Karin Hanczewski;Cornelia Gröschel;Martin Brambach;;3.1;Erol Yesilkaya;Allemagne;Polar+;Allemand;0.0;0.0;0.0;90;26;novembre;2021;good;0
Modern Murder : Quand viendra l'heure;Policier;;Stephan Lacant;Karin Hanczewski;Cornelia Gröschel;Max Riemelt;;3.1;Stefanie Veith;Allemagne;Polar+;Allemand;0.0;0.0;0.0;90;19;novembre;2021;good;0
Mogul Mowgli;Drame;Musical;Bassam Tariq;Riz Ahmed;Aiysha Hart;Kiran Sonia Sawar;;2.9;Riz Ahmed;Grande-Bretagne;;Anglais;0.0;1.0;0.0;86;6;février;2022;soso;1
Mon année à New York;Drame;;Philippe Falardeau;Margaret Qualley;Sigourney Weaver;Douglas Booth;;3.1;Philippe Falardeau;Canada;Metropolitan FilmExport;Anglais;4.0;1.0;3.0;101;2;novembre;2021;good;0
Mon ange de Noël;Romance;;Otoja Abit;Otoja Abit;David Anzuelo;Adriana Demeo;;3.1;Otoja Abit;U.S.A.;C8;Anglais;0.0;0.0;0.0;88;1;novembre;2020;good;0
Mon Cousin;Comédie;;Jan Kounen;Vincent Lindon;François Damiens;Pascale Arbillot;3.0;2.4;Fabrice Roger-Lacan;France;Pathé;Français;2.0;6.0;2.0;104;30;septembre;2020;soso;0
Mon fiancé mystère;Romance;;Annie Bradley;Natalie Hall;Marshall Williams (II);Nicki Whitely;;2.8;Rachel Stuhler;U.S.A.;;Anglais;0.0;0.0;0.0;83;20;janvier;2020;soso;0
Mon fils Malik;Action;Drame;Thitia Marquez;Moussa Maaskri;Dimitri Bagot;Kamil Kanzallah;;2.7;Dimitri Bagot;France;Les Films à Fleur de Peau;Français;0.0;0.0;0.0;105;24;novembre;2021;soso;0
Mon grand-père et moi;Comédie;Drame;Tim Hill;Robert De Niro;Oakes Fegley;Uma Thurman;1.9;2.1;Tom J. Astle;U.S.A.;Alba Films;Anglais;1.0;6.0;0.0;98;7;octobre;2020;soso;0
Mon légionnaire;Drame;;Rachel Lang (II);Louis Garrel;Camille Cottin;Ina Marija Bartaité;3.3;2.7;Rachel Lang (II);France;Bac Films;Français, Anglais;2.0;5.0;2.0;107;6;octobre;2021;soso;8
Mon milliardaire de Noël;Romance;;Andrew Cymek;Winny Clarke;Jacob Blair;Celeste Desjardins;;2.7;Brigitte Kingsley;U.S.A.;M6;Anglais;0.0;0.0;0.0;90;31;décembre;2020;soso;0
Monday;Drame;Romance;Argyris Papadimitropoulos;Sebastian Stan;Denise Gough;Yorgos Pirpassopoulos;;3.3;Argyris Papadimitropoulos;U.S.A.;;Anglais, Grec;2.0;0.0;0.0;116;26;avril;2022;good;0
Money Plane;Action;Thriller;Andrew Lawrence;Adam Copeland;Kelsey Grammer;Thomas Jane;;1.5;Andrew Lawrence;U.S.A.;;Anglais;0.0;0.0;2.0;86;17;décembre;2020;bad;0
Moneyboys;Drame;;C.B. Yi;Kai Ko;Bai Yufan;J.C. Lin;3.7;3.7;C.B. Yi;France;ARP Sélection;Mandarin;0.0;0.0;0.0;118;16;mars;2022;good;8
Monster Family : en route pour l'aventure !;Animation;Famille;Holger Tappe;Emily Watson;Nick Frost;Jessica Brown Findlay;;1.9;David Safier;Allemagne;Metropolitan FilmExport;Anglais;4.0;17.0;0.0;103;15;décembre;2021;bad;0
Monster Hunter;Action;Aventure;Paul W.S. Anderson;Milla Jovovich;Tony Jaa;T.I.;2.0;1.8;Paul W.S. Anderson;U.S.A.;Sony Pictures Releasing France;Anglais;2.0;1.0;1.0;103;14;avril;2021;bad;0
Monsters Academy;Animation;Famille;Leopoldo Aguilar;Jamie Bell;Ruby Rose;;;2.3;Bob Barlen;Grande-Bretagne;;Anglais;0.0;1.0;0.0;85;6;avril;2021;soso;0
Mort Subite 2;Action;Comédie;Dallas Jackson;Michael Jai White;Michael Eklund;Gillian White;;1.8;Dallas Jackson;U.S.A.;;Anglais;0.0;0.0;0.0;78;21;octobre;2020;bad;0
Mortal;Action;Aventure;André Øvredal;Nat Wolff;Iben Akerlie;Priyanka Bose;;3.2;André Øvredal;Norvège;;Norvégien, Anglais;4.0;0.0;0.0;100;27;août;2020;good;0
Mortal Kombat Legends : Scorpion's Revenge;Action;Animation;Ethan Spaulding;Joel McHale;Jennifer Carpenter;Jordan Rodrigues;;3.6;Jeremy Adams;U.S.A.;;Anglais;0.0;3.0;1.0;80;27;mai;2020;good;0
Mortelles calanques;Policier;Drame;Claude-Michel Rome;Philippe Bas;Shemss Audat;Joyce Bibring;2.8;3.4;Olivier Laneurie;France;France 3;Français;0.0;0.0;0.0;90;5;juin;2021;good;0
Most Dangerous Game;Action;Thriller;Phil Abraham;Liam Hemsworth;Christoph Waltz;Sarah Gadon;;2.5;Nick Santora;U.S.A.;;Anglais;0.0;1.0;9.0;150;26;septembre;2021;soso;0
Moving On;Drame;;Yoon Danbi;Jung-un Choi;Yang Heung-ju;Hyeon-yeong Park;;3.1;Yoon Danbi;Corée du Sud;;Coréen;0.0;0.0;0.0;105;1;novembre;2021;good;1
Mr Merveilleux;Thriller;;Tom Shell;Sarah Butler;Clayton James;Duane Anthony;;2.8;;U.S.A.;;Anglais;0.0;0.0;0.0;120;6;août;2021;soso;0
Mrs. Serial Killer;Drame;;Shirish Kunder;Jacqueline Fernandez;Manoj Bajpayee;;;2.6;Shirish Kunder;Inde;;Hindi;0.0;0.0;0.0;106;26;juin;2020;soso;0
Mujeres Arriba;Comédie;Romance;Andres Feddersen;Loretto Bernal;Natalia Valdebenito;Alison Mandel;;2.7;Andres Feddersen;Chili;;Espagnol;0.0;0.0;0.0;98;24;octobre;2022;soso;0
Mulan;Aventure;Famille;Niki Caro;Yifei Liu;Donnie Yen;Gong Li;2.6;2.6;Lauren Hynek;U.S.A.;;Anglais;3.0;0.0;0.0;115;30;novembre;2020;soso;3
Murder Manual;Epouvante-horreur;Thriller;Douglas Keeve;Emilia Clarke;Melanie Cruz;Hadley Fraser;;2.3;Michael Escobedo;U.S.A.;;Anglais;0.0;4.0;0.0;91;14;avril;2022;soso;0
My Darling;Comédie;Drame;Philip Connell;Cloris Leachman;Thomas Duplessie;Linda Kash;;3.1;Philip Connell;Canada;;Anglais;0.0;3.0;0.0;90;26;mai;2022;good;0
My Heart Can't Beat Unless You Tell It To;Drame;Epouvante-horreur;Jonathan Cuartas;Patrick Fugit;Ingrid Sophie Schram;Owen Campbell;;2.8;Jonathan Cuartas;U.S.A.;;Anglais, Espagnol;0.0;0.0;0.0;89;10;mars;2022;soso;0
My Hero Academia: Heroes Rising;Action;Animation;Kenji Nagasaki;Daiki Yamashita;Nobuhiko Okamoto;Yuka Terasaki;;4.2;Yosuke Kuroda;Japon;CGR EVENTS;Japonais;0.0;0.0;0.0;104;20;août;2020;excellent;0
My Kid;Aventure;Drame;Nir Bergman;Shai Avivi;Noam Imber;Smadi Wolfman;3.3;3.7;Dana Idisis;Israël;Dulac Distribution;Hebreu;3.0;0.0;0.0;94;22;décembre;2021;good;1
Mystères croisés : Le manoir de tous les secrets;Thriller;;Jonathan Wright;Lacey Chabert;Brennan Elliott;John Kapelos;;2.7;Cecily Rhett;U.S.A.;;Anglais;0.0;0.0;0.0;84;9;avril;2021;soso;0
N'écoute pas;Epouvante-horreur;Thriller;Ángel Gomez;Rodolfo Sancho;Belén Fabra;Lucas Blas;;3.0;Santiago Díaz (II);Espagne;;Espagnol;0.0;0.0;0.0;97;27;novembre;2020;soso;0
Nadia, Butterfly;Drame;;Pascal Plante;Katerine Savard;Ariane Mainville;Hilary Caldwell;3.4;2.6;Pascal Plante;Canada;Les Alchimistes;Français, Anglais;0.0;0.0;0.0;107;4;août;2021;soso;1
Naku Ko wa Ineega;Drame;;Takuma Satô;Taiga Nakano;Riho Yoshioka;Takashi Yamanaka;;3.0;Takuma Satô;Japon;;Japonais;0.0;0.0;0.0;106;25;octobre;2022;soso;0
Namaste Wahala;Drame;Romance;Hamisha Daryani Ahuja;Ini Dima Okojie;Ruslaan Mumtaz;Richard Mofe-Damijo;;2.7;;Nigéria;;Anglais;0.0;0.0;0.0;106;24;octobre;2022;soso;0
Naan Sirithal;Comédie;Drame;Raana;Hiphop Tamizha Adhi;Iswarya Menon;K.S. Ravikumar;;3.4;Raana;Inde;Night ed films;Tamoul;0.0;0.0;0.0;139;14;février;2020;good;0
Nana et les filles du bord de mer;Comédie dramatique;;Patricia Bardon;Sofia Manousha;Grégoire Isvarine;Heloïse Roth;3.4;2.1;Patricia Bardon;France;Cassia's productions;Français;0.0;1.0;0.0;78;12;août;2020;soso;0
Never Rarely Sometimes Always;Drame;;Eliza Hittman;Sidney Flanigan;Talia Ryder;Théodore Pellerin;3.4;3.5;Eliza Hittman;U.S.A.;Universal Pictures International France;Anglais;0.0;0.0;0.0;102;19;août;2020;good;0
Never Too Late;Comédie;Drame;Mark Lamprell;James Cromwell;Jacki Weaver;Jack Thompson;;3.0;;Australie;;Anglais;0.0;1.0;3.0;95;27;août;2020;soso;0
Night in Paradise;Policier;Drame;Park Hoon-Jung;Tae-goo Eom;Jeon Yeo-bin;Seung-Won Cha;;3.6;Park Hoon-Jung;Corée du Sud;;Coréen;1.0;0.0;0.0;132;24;octobre;2022;good;0
Nightmare Island;Aventure;Epouvante-horreur;Jeff Wadlow;Michael Peña;Maggie Q;Lucy Hale;1.7;1.8;Jeff Wadlow;U.S.A.;Sony Pictures Releasing France;Anglais;3.0;1.0;1.0;110;12;février;2020;bad;4
Nine Days;Drame;Fantastique;Edson Oda;Winston Duke;Zazie Beetz;Bill Skarsgård;;3.3;Edson Oda;U.S.A.;;Anglais;0.0;0.0;1.0;124;28;février;2022;good;0
Nitram;Drame;Thriller;Justin Kurzel;Caleb Landry Jones;Essie Davis;Judy Davis;3.3;3.6;Shaun Grant;Australie;Ad Vitam;Anglais;1.0;1.0;0.0;110;11;mai;2022;good;13
No hard feelings - Le Monde est à nous;Drame;Romance;Faraz Shariat;Benjamin Radjaipour;Eidin Jalali;Banafshe Hourmazdi;;3.0;Faraz Shariat;Allemagne;;Allemand, Perse;0.0;0.0;0.0;92;31;août;2022;soso;0
No Sudden Move;Policier;Drame;Steven Soderbergh;Don Cheadle;Brendan Fraser;Benicio Del Toro;4.0;2.9;Ed Solomon;U.S.A.;;Anglais;5.0;3.0;0.0;116;8;septembre;2021;soso;0
Nobody Sleeps in the Woods Tonight;Epouvante-horreur;Thriller;Bartosz M. Kowalski;Julia Wieniawa-Narkiewicz;Wiktoria Gasiewska;Stanisław Cywka;;1.7;Bartosz M. Kowalski;Pologne;;Polonais;0.0;0.0;0.0;102;28;octobre;2020;bad;0
Nocturne;Epouvante-horreur;Thriller;Zu Quirke;Sydney Sweeney;Madison Iseman;Julie Benz;;2.1;Zu Quirke;U.S.A.;;Anglais;0.0;0.0;0.0;90;13;octobre;2020;soso;0
Noël a cappella;Romance;;Melissa Joan Hart;Mario López;AnnaLynne McCord;Paulina Chavez;;2.8;Peter Murrieta;U.S.A.;TF1;Anglais;0.0;0.0;1.0;87;5;novembre;2021;soso;0
Noël au château;Romance;;Michael Robinson;Merritt Patterson;Luke MacFarlane;Jesse Hutch;;3.2;Nicole Baxter;U.S.A.;TF1;Anglais;0.0;0.0;0.0;84;26;novembre;2021;good;0
Noël au manoir enchanté;Romance;;Ron Oliver;Erin Cahill;Ryan Paevey;Brandi Alexander;;3.6;Ron Oliver;U.S.A.;TF1;Anglais;0.0;0.0;0.0;84;1;novembre;2021;good;0
